,Count,Nouns_Adjectives_TRIGRAM
3891,2,parking garage downtown
3892,2,parking garage good
3893,2,parking garage home
3900,2,parking garage overnight
5602,2,workplace old town
3904,2,parking garage security
3908,2,parking garage trek
3909,2,parking garage work
3910,2,parking garage workplace
3911,2,parking garodge floor
5607,2,wtc bldg area
3871,2,parking apartment building
3870,2,parked bike right
3857,2,park place park
3848,2,park downtown portland
3849,2,park duluth mn
3850,2,park dwight kilpatrick
3851,2,park garage reward
3852,2,park jantzen beach
3854,2,park metro station
3855,2,park oregon city
5609,2,yakima bike rack
3856,2,park place aparment
3858,2,park reward good
3867,2,parked bike outside
3859,2,park reward money
3860,2,park sellwood reward
3861,2,park sw park
5608,2,wygant cleveland reward
3862,2,park sw st
3863,2,park swimming pool
3864,2,park train station
3865,2,park zoo reward
3866,2,parkdale hood river
3912,2,parking kiosk nw
3913,2,parking lot 00
3914,2,parking lot adjacent
3958,2,patio bike rack
3947,2,parking spot car
3949,2,parking structure bike
5591,2,work day bike
3950,2,parking structure market
3952,2,parking structure suspect
3954,2,pass roadhouse reward
3955,2,patio apartment reward
3956,2,patio balcony reward
3957,2,patio bike lock
3959,2,patio cable lock
5593,2,work oct bike
3960,2,patio home reward
3961,2,patio rail august
3962,2,payday loan uk
3963,2,pcc cascade campus
3964,2,pcc southeast campus
3965,2,pdx sw morrison
3966,2,pea bakery stark
3968,2,pearl district bike
3969,2,pearl district corner
3946,2,parking spot apartment
3942,2,parking sign post
5600,2,workplace dewitty center
3928,2,parking lot pacific
3917,2,parking lot building
3918,2,parking lot car
3919,2,parking lot corner
3920,2,parking lot division
3921,2,parking lot hawthorne
3923,2,parking lot kennedy
3924,2,parking lot lock
3925,2,parking lot minute
3926,2,parking lot newpark
3929,2,parking lot residential
3940,2,parking sign bike
5598,2,work stock photo
3931,2,parking lot safeway
3932,2,parking lot truck
3933,2,parking lot work
3934,2,parking meter aaa
3935,2,parking meter post
3937,2,parking meter sidewalk
5595,2,work parking lot
3939,2,parking rack pm
3847,2,park block pearl
3845,2,park bikerack fountain
3718,2,office railing reward
3844,2,park bike rack
3745,2,open night bike
3747,2,open overnight thief
5618,2,yard cable lock
3748,2,open parking garage
3750,2,open thing missing
3751,2,opened week bike
3752,2,opposite burgermeister restaurant
3753,2,orange yepp seat
3754,2,orbea cockpit shimano
3755,2,orbea orca bronze
3756,2,orca bronze gray
5617,2,yard bike old
5616,2,yard apartment complex
3760,2,oregon reward dollar
3762,2,oregon university campus
3763,2,orenco station reward
3764,2,original owner bike
3766,2,outdoor parking lot
3767,2,outside academy science
4107,2,porch railing right
5615,2,yamhill st reward
3744,2,open minute bike
3742,2,open garage white
3741,2,open garage townhouse
3730,2,open bike rack
5623,2,yard fence pm
3720,2,ohio state campus
3721,2,ohsu campus va
3723,2,old blue road
3725,2,old tan jacket
3726,2,old town florist
3727,2,old town transit
3728,2,onguard bulldog dt
3729,2,onguard lock frame
3731,2,open bike time
5619,2,yard camp bike
3732,2,open bike trek
3733,2,open cable lock
5622,2,yard east street
5621,2,yard early morning
5620,2,yard deck reward
3734,2,open crow bar
3735,2,open door lock
3737,2,open garage broad
3739,2,open garage owner
3773,2,outside apple store
3774,2,outside apt building
3776,2,outside art museum
3830,2,owner bicycle library
3819,2,outside thirsty lion
3820,2,outside title wave
5610,2,yakima car rack
3823,2,outside yoga studio
3824,2,outsider local resident
3826,2,overnight bike rack
3827,2,overnight thief bike
3828,2,overton park apartment
3829,2,owner 10 10
3831,2,owner bike rack
3817,2,outside safeway reward
3833,2,pacific place mall
3834,2,pacific tower apt
3835,2,packed pickup tie
3836,2,pad lock cage
3837,2,padlock bolt cutter
3838,2,padlock garage bike
3839,2,padlock hour bike
3840,2,padlock lock metal
3842,2,park apartment overton
3818,2,outside speakeasy bar
3815,2,outside residence reward
3777,2,outside baghdad 37th
3793,2,outside grant pool
3778,2,outside bank hancock
5614,2,yamhill st 40th
5613,2,yakima roof rack
3783,2,outside cable lock
3787,2,outside dorm reward
3788,2,outside doug fir
3789,2,outside food reward
3790,2,outside fox tower
3791,2,outside friend apartment
3794,2,outside harvey comedy
3814,2,outside rack reward
3797,2,outside house bike
3798,2,outside house ohsu
3799,2,outside house outside
3803,2,outside laurelhurst theater
3804,2,outside library reward
3805,2,outside liquor store
3806,2,outside mercer st
3810,2,outside pioneer place
3811,2,outside place work
5573,2,window wire cutter
5511,2,wheel bontrager r3
4108,2,porch residence reward
4942,2,st saturday morning
4933,2,st porch reward
5426,2,unnamed dirt road
4935,2,st reward bike
5425,2,unknown gate entry
5424,2,university utah reward
4937,2,st reward gratitude
5423,2,university toledo reward
4938,2,st reward negotiable
5422,2,university santa cruz
4939,2,st rotture reward
4940,2,st san francisco
4941,2,st santa clara
4943,2,st stop sign
5427,2,untouched bike morning
4944,2,st virginia ave
4945,2,st william vancouver
4949,2,stair rail reward
4950,2,stair railing reward
4951,2,stair second floor
4952,2,staircase apartment complex
4953,2,star park garage
5421,2,university pennsylvania campus
4956,2,stark station reward
4957,2,state campground reward
4958,2,state campus reward
4960,2,state university bookstore
4932,2,st parking lot
4930,2,st palo alto
5417,2,university campus corner
4911,2,st 24th 25th
4896,2,speed black riser
4900,2,splash guard screw
4901,2,spokane reward information
4902,2,spot car seat
4903,2,square rd ave
4904,2,squirt gun bar
4905,2,sram apex dura
4906,2,sram rival component
4907,2,sram xx crank
4908,2,st 10 30
4909,2,st 13th ave
5429,2,upper floor apartment
4912,2,st 40th 41st
4928,2,st nw reward
4913,2,st 50th ave
4914,2,st ave reward
4917,2,st cross street
4918,2,st cullen st
4919,2,st drainpipe apartment
4920,2,st east street
4921,2,st garage reward
4922,2,st hollywood hour
4924,2,st johns reward
4925,2,st kearny st
4927,2,st nice neighbourhood
5428,2,uo campus reward
4961,2,state university broadway
4963,2,state university entrance
5013,2,storage area fob
5393,2,underground garage apartment
5402,2,undying gratitude cash
4992,2,stolen fenced yard
5401,2,underground secure parking
4993,2,stolen home garage
4994,2,stolen inside car
5398,2,underground parking lock
5395,2,underground garage building
4997,2,stolen locked residential
4998,2,stolen middle night
5000,2,stolen outside house
5001,2,stolen rack outside
5002,2,stone elementary reward
5003,2,stop bike rack
5403,2,unforced entry basement
5004,2,stop sign corner
5391,2,unbolted bike rack
5005,2,stop sign pole
5390,2,unattended yard house
5006,2,stop sign post
5388,2,ultegra speed black
5387,2,ultegra carbon tubeless
5386,2,ulock wheel frame
5385,2,ulock cable bike
5384,2,ulock bike rack
5383,2,ucsd campus reward
5012,2,storage area condo
4990,2,stolen bike video
5404,2,union bank tower
4964,2,state university lock
4978,2,stem single red
5415,2,university bike rack
5414,2,university arizona college
4967,2,station cable lock
5413,2,univ arizona reward
4969,2,stationary mobile home
4971,2,steel bike rack
4972,2,steel cable bike
4973,2,steel cable cut
4974,2,steel carbon fiber
4975,2,steel fence reward
4976,2,steel post locked
4977,2,stem seat post
4979,2,step corner madison
5405,2,union station reward
5412,2,unitarian church reward
4980,2,step home reward
5411,2,unit storage unit
4981,2,sticker seat post
4982,2,sticker serial number
4983,2,stock orbea cockpit
5410,2,unit kryptonite cheap
5409,2,unit bike cage
4985,2,stock photo wheel
4986,2,stolen bike craigslist
5408,2,unit basement apartment
5406,2,unique 2004 carrera
4893,2,speakeasy bar east
4892,2,spd pedal kenton
4891,2,southwest corner intersection
4793,2,security camera security
4772,2,secure parking lot
4774,2,secured apartment building
5445,2,vehicle lit outdoor
4776,2,secured bike locker
5444,2,vehicle hitch bike
4782,2,secured parking area
5442,2,vehicle adjacent bike
4784,2,secured residential parking
4788,2,security camera area
5441,2,vancouver reward respect
4791,2,security camera lock
4792,2,security camera photo
5440,2,vancouver lion hotel
4767,2,secure garage condo
4795,2,security video white
4797,2,senior center 40th
4800,2,serial number report
4802,2,sewer pipe garage
4803,2,shaped bike rack
4804,2,shaver apartment building
4805,2,sheraton wharf bike
5439,2,van ness post
4806,2,sheriff attempted sale
4807,2,shimano clip pedal
4810,2,shimano trp cx9
4811,2,shimano ultegra wheel
4768,2,secure garage harrison
5449,2,version model metal
4888,2,southeast campus parking
4744,2,seat white rack
4730,2,science center reward
4732,2,se14th taylor lock
4733,2,season 20th division
4734,2,season market parking
5455,2,video surveillance bike
4735,2,seat bike rack
4736,2,seat bike time
4738,2,seat post bicycle
4739,2,seat post black
4740,2,seat post silver
4741,2,seat post theft
4742,2,seat rear frame
4745,2,seattle bike rack
4766,2,secure garage building
4747,2,seattle community college
4748,2,seattle spokane reward
4749,2,seattle university campus
5454,2,video showing garage
4752,2,second floor deck
5453,2,video camera video
5452,2,video able bike
4757,2,secure apartment complex
4758,2,secure area apartment
4760,2,secure bike cage
5451,2,veteran hospital rd
4763,2,secure car park
4812,2,shirt black baseball
4814,2,shirt line pm
4815,2,shop bike rack
4868,2,single speed bike
4852,2,sign post kryptonite
4855,2,sign reward dollar
4857,2,signal dinner lot
5431,2,urban center plaza
4859,2,signpost market st
4860,2,silver edge bar
4861,2,silver water bottle
4862,2,similar roof rack
4863,2,sinai med center
4865,2,single family home
4866,2,single family residence
4867,2,single red aluminum
4869,2,single speed cyclocross
5438,2,valley high school
4870,2,single speed mountain
4871,2,single speed rear
4874,2,size medium large
4875,2,skidmore fountain max
4876,2,skidmore mason reward
4878,2,skill locked door
4879,2,skin year old
4880,2,small bike bag
4882,2,son bike stolen
4883,2,son new bike
4885,2,south block west
4887,2,south west corner
4850,2,sign post bike
4848,2,sign pole outside
4847,2,sign ground bike
5432,2,urban center reward
4817,2,shop door bike
4818,2,shop parking lot
5437,2,valet parking garage
4821,2,shop reward usd
4822,2,shop test ride
5436,2,va hospital address
4823,2,shop work cascade
5435,2,uw health science
4825,2,shore wheel bike
4826,2,short black haird
4827,2,short blond hair
4828,2,short blonde hair
4830,2,showing garage second
4834,2,sidewalk cable lock
4835,2,sidewalk cable ubolted
4836,2,sidewalk mom block
4837,2,sidewalk parking meter
4838,2,sidewalk reward sure
4839,2,sidewalk street post
4840,2,sidewalk street sign
4841,2,sight bridge vancouver
4842,2,sign apartment building
5433,2,use bike main
4844,2,sign bike pole
4845,2,sign cable wheel
5382,2,ucla faculty apartment
5381,2,ubolted tree reward
4109,2,porch reward baked
5329,2,town florist reward
5198,2,tanasbourne mall stucki
5199,2,tape bar end
5331,2,town transit center
5200,2,tape brooks saddle
5201,2,tape colors bridge
5204,2,target parking lot
5205,2,taylor 13th reward
5206,2,taylor lock wheel
5207,2,taylor st reward
5208,2,teenage boy bike
5209,2,teenager walking bike
5330,2,town morning friday
5211,2,tenant garage door
5333,2,trade center downtown
5212,2,test ride id
5328,2,town disturbing text
5214,2,text neighbor burglar
5215,2,theater bike lock
5217,2,theft busy street
5218,2,theft lock bike
5219,2,theft place pm
5220,2,theft polouse bike
5222,2,theif rock window
5223,2,theif window wire
5224,2,thief able lock
5327,2,town center north
5197,2,tan jacket light
5196,2,tail mountain bike
5326,2,town center mall
5179,2,sw oak sw
5163,2,sw avenue portlandmajor
5339,2,traffic sign post
5165,2,sw building pm
5166,2,sw clay street
5167,2,sw corner liberty
5170,2,sw harbor way
5171,2,sw harrison broadway
5173,2,sw macadam reward
5174,2,sw madison reward
5176,2,sw morrison reward
5177,2,sw morrison sw
5336,2,traffic independence day
5335,2,trader joe parking
5195,2,taco bell reward
5182,2,sw park sw
5183,2,sw portland reward
5185,2,sw st clair
5186,2,sw st parking
5188,2,sw terwilliger blvd
5189,2,sw veteran hospital
5190,2,sw virginia avenue
5191,2,sweatshirt bike driveway
5334,2,trader joe halsey
5192,2,sweet pea bakery
5193,2,swimming pool area
5194,2,tabor neighborhood lincoln
5225,2,thief access locked
5230,2,thief bike neighbor
5015,2,storage building laundry
5309,2,tire frame tire
5267,2,thief yard gate
5269,2,thieve adult bike
5311,2,tire lock frame
5271,2,thieve bike child
5272,2,thieve building bike
5273,2,thieve cable lock
5275,2,thieve foot eating
5277,2,thieve lock bike
5278,2,thieve locked garage
5279,2,thieve parking garage
5280,2,thieve pod locking
5281,2,thieve storage unit
5282,2,thing missing bike
5263,2,thief walking bike
5283,2,thompson tillamook left
5288,2,thursday night sunday
5289,2,tie yard camp
5305,2,tire fork frame
5290,2,tillamook left garage
5293,2,time hook open
5294,2,time night bike
5297,2,time theft bike
5304,2,tire flat time
5298,2,time theft black
5299,2,tinyurl com note
5302,2,tire bike tire
5265,2,thief wheel rest
5260,2,thief steel cable
5325,2,town center bike
5248,2,thief gate lock
5234,2,thief building garage
5324,2,tower parking garage
5237,2,thief camera bike
5238,2,thief camera lock
5239,2,thief cut bike
5240,2,thief door garage
5241,2,thief entered gate
5242,2,thief fence bike
5245,2,thief garage car
5322,2,topeak rear rack
5321,2,title wave book
5247,2,thief gate bike
5319,2,tire white stripe
5259,2,thief secured garage
5249,2,thief gate locked
5250,2,thief home bike
5318,2,tire seat white
5317,2,tire road bike
5252,2,thief lock bolt
5253,2,thief lock cable
5316,2,tire rest bike
5254,2,thief lock gate
5314,2,tire rack tire
5255,2,thief open door
5256,2,thief opened garage
5258,2,thief scaled cage
5160,2,sw ave oak
5159,2,sw ave downtown
5158,2,sw ash st
5361,2,trp cx9 brake
5369,2,trunk bike rack
5368,2,truck yard work
5051,2,storage unit secure
5052,2,storage unit storage
5053,2,storage unit underground
5367,2,truck work reward
5054,2,store bike lock
5366,2,truck rack reward
5056,2,store east knott
5365,2,truck confine gated
5057,2,store lock frame
5362,2,truck bed home
5360,2,trip return january
5370,2,trunk car reward
5061,2,store minute outside
5062,2,story balcony railing
5064,2,story balcony thief
5065,2,story porch reward
5066,2,strap rack bike
5067,2,streak giant frame
5068,2,streak giant main
5069,2,street 13th avenue
5070,2,street 5th avenue
5071,2,street apartment bike
5072,2,street ave 196th
5359,2,trip hotel parking
5049,2,storage unit kryptonite
5048,2,storage unit door
5340,2,traffic sign reward
5032,2,storage room door
5016,2,storage cage open
5018,2,storage closet reward
5379,2,ty dent left
5020,2,storage duplex near
5021,2,storage locker basement
5023,2,storage locker condo
5024,2,storage locker lock
5377,2,tumbler lock scene
5025,2,storage locker open
5376,2,tuesday bike rack
5027,2,storage pod street
5029,2,storage room basement
5375,2,tubeless wheel bontrager
5371,2,trunk rack reward
5374,2,tubeless stock orbea
5033,2,storage room home
5035,2,storage room locked
5036,2,storage room metal
5037,2,storage room multiple
5373,2,tube driveside chainstay
5038,2,storage room private
5041,2,storage room secured
5042,2,storage room underground
5372,2,tualatin park lot
5046,2,storage unit break
5047,2,storage unit condo
5358,2,tri met bus
5074,2,street beaverton hillsdale
5075,2,street bike lock
5138,2,surveillance camera burgermeister
5116,2,street university portland
5121,2,structure market street
5122,2,structure suspect pipe
5123,2,stucki cornell evergreen
5125,2,stuff large white
5127,2,subaru outback bike
5130,2,sunday couple hour
5132,2,sunday monday morning
5133,2,sunday night morning
5135,2,surly cross check
5136,2,surly cross psu
5137,2,surveillance camera bike
5139,2,surveillance camera footage
5357,2,trek road bike
5343,2,trailer hitch bike
5140,2,surveillance footage individual
5141,2,surveillance video bike
5142,2,suspect garage bike
5143,2,suspect pipe concrete
5145,2,suspect white male
5146,2,suspension fat bike
5147,2,suv window bike
5148,2,sw 10th 11th
5150,2,sw 1st ave
5342,2,trail abandoned building
5341,2,traffic signal dinner
5115,2,street tree reward
5114,2,street south killingsworth
5346,2,trainer stationary mobile
5348,2,transportation way bike
5078,2,street building reward
5356,2,trek mtn bike
5080,2,street couch davis
5081,2,street cross street
5083,2,street fence reward
5085,2,street lamp reward
5354,2,trek fuel ex
5087,2,street light post
5089,2,street lock bike
5090,2,street night 25th
5092,2,street parking reward
5353,2,trek friend bike
5352,2,trek efx7 fuel
5351,2,tree nokomis lake
5350,2,tree mall entrance
5096,2,street pub opposite
5097,2,street public library
5098,2,street reward cash
5099,2,street reward dinner
5101,2,street reward recovery
5102,2,street reward sure
5106,2,street sign corner
5107,2,street sign ground
5349,2,tree cable lock
5109,2,street sign overnight
4729,2,science bike rack
4728,2,schwinn ranger likely
4727,2,schwinn cruiser porch
4311,2,rack long beach
4287,2,rack grant park
4288,2,rack hawthorne reward
4289,2,rack health science
5533,2,wheel motorcycle cable
4294,2,rack integrated key
4295,2,rack kryptonite cable
4299,2,rack light rail
4303,2,rack lock frame
4304,2,rack lock grinder
4305,2,rack lock ground
4306,2,rack lock rack
4308,2,rack locked apt
4312,2,rack mall entrance
4285,2,rack georgia tech
4313,2,rack metro station
4314,2,rack multnomah county
4316,2,rack nj transit
4317,2,rack noma metro
4318,2,rack north street
4321,2,rack order bike
4322,2,rack oregon state
5532,2,wheel main frame
4324,2,rack outside bar
4325,2,rack outside bike
4326,2,rack outside cafe
4327,2,rack outside classroom
4286,2,rack goodwill broadway
4282,2,rack garage apartment
4329,2,rack outside engineering
4265,2,rack convention center
4251,2,rack car locked
4252,2,rack car parking
4253,2,rack car rack
4255,2,rack car street
4256,2,rack car work
4257,2,rack chain bike
4258,2,rack city national
4260,2,rack closest st
4261,2,rack college campus
4262,2,rack combo lock
4263,2,rack condo complex
4264,2,rack condo reward
4266,2,rack corner nw
4281,2,rack frame tire
4268,2,rack couch reward
4269,2,rack couple dings
4270,2,rack cup saucer
4271,2,rack cut lock
4272,2,rack dorm morning
4274,2,rack doug fir
4275,2,rack driveway reward
4276,2,rack east building
4277,2,rack elementary school
4278,2,rack fender light
5536,2,wheel rack bike
4280,2,rack frame bike
4328,2,rack outside east
4330,2,rack outside hour
5457,2,video surveillance incident
4404,2,rack shopping center
4380,2,rack reward open
4383,2,rack reward respect
4385,2,rack reward rich
4386,2,rack reward significant
4390,2,rack reward thief
4392,2,rack right outside
4393,2,rack roof car
4394,2,rack safeway broadway
5518,2,wheel frame hooked
4398,2,rack secure parking
4399,2,rack secure room
4400,2,rack secured apartment
4406,2,rack similar roof
4377,2,rack reward money
4407,2,rack small suv
4408,2,rack south end
4409,2,rack southeast corner
4410,2,rack storage room
4411,2,rack store reward
4414,2,rack sunrise mall
4417,2,rack sw hall
4418,2,rack thief wheel
4419,2,rack thieve bike
5514,2,wheel fork masterlock
4421,2,rack time bike
4422,2,rack time theft
4378,2,rack reward neg
4376,2,rack reward karma
4332,2,rack outside library
4351,2,rack porch reward
4333,2,rack outside market
4334,2,rack outside mercer
4337,2,rack outside pacific
4338,2,rack outside powell
4340,2,rack outside reward
4341,2,rack outside von
5530,2,wheel lock scene
4344,2,rack parked car
5529,2,wheel lock place
5528,2,wheel lock frame
5527,2,wheel lock cable
4348,2,rack place pet
4353,2,rack private residence
4375,2,rack reward happy
4354,2,rack psu reward
4355,2,rack rear car
4357,2,rack rei reward
4358,2,rack residence hall
5525,2,wheel identical bike
4359,2,rack resort casino
4361,2,rack restaurant reward
5523,2,wheel frame street
4367,2,rack reward complete
4369,2,rack reward contact
4372,2,rack reward generous
5521,2,wheel frame rack
4249,2,rack car home
5538,2,wheel seat tube
4247,2,rack car drive
4160,2,private garage reward
4146,2,post theft deterrent
4147,2,powell bookstore sw
4149,2,present girlfriend ride
4150,2,preston meadow neighborhood
4151,2,previous occupant address
5565,2,wife trek friend
4152,2,privacy fence gate
4153,2,privacy fence thief
4155,2,private cage pad
4156,2,private communal garage
4157,2,private garage addition
4159,2,private garage key
4161,2,private garage thief
4144,2,post silver edge
4162,2,private parking area
4166,2,private residence bike
4168,2,private secured parking
4169,2,proof ownership receipt
4171,2,psu campus bike
4172,2,psu campus broadway
5564,2,wide open bike
5563,2,white woman trek
5562,2,white wall tire
5561,2,white trek hybrid
4173,2,psu campus lincoln
4176,2,psu campus smith
4145,2,post superb delight
4142,2,post right corner
5539,2,wheel stationary bike
4121,2,porch street reward
4110,2,porch reward buck
4111,2,porch reward cash
4112,2,porch reward condition
4113,2,porch reward good
5572,2,window suv bike
4114,2,porch reward greatfulness
4115,2,porch reward karma
5571,2,window mins later
4117,2,porch reward tbd
4118,2,porch salmon st
4119,2,porch second floor
5568,2,window alarm bike
4122,2,porch thief cable
4139,2,post office reward
4123,2,porch yamhill st
4124,2,portland art museum
4125,2,portland bike lock
4127,2,portland parking lot
4129,2,portland reward tbd
4131,2,portlandmajor cross street
4132,2,post cable frame
5566,2,william vancouver reward
4134,2,post cannondale lock
4135,2,post chain link
4137,2,post lock frame
4138,2,post office bike
5558,2,white rack rear
4177,2,psu miller library
4178,2,psu shattuck hall
4228,2,rack black pannier
4214,2,rack bank america
4215,2,rack bar bike
4216,2,rack bart reward
4217,2,rack basement apartment
4218,2,rack best western
4219,2,rack bike additional
5548,2,white grip brake
5547,2,white giro helmet
5546,2,white frame blue
5545,2,white ford hybrid
5544,2,white driveway white
4226,2,rack bike storage
4229,2,rack black plastic
4179,2,psu urban center
4231,2,rack bottle holder
4232,2,rack broad daylight
4233,2,rack broadway reward
4234,2,rack building foot
5541,2,wheel thief wheel
4235,2,rack building reward
5540,2,wheel theft pm
4236,2,rack bus reward
4237,2,rack bus stop
4238,2,rack busy parking
4240,2,rack cable car
4243,2,rack cable rack
4213,2,rack area bike
5549,2,white male black
5550,2,white male blue
5551,2,white male late
4180,2,pub bike carl
5557,2,white purple streak
4181,2,pub noticed video
4182,2,pub opposite burgermeister
5556,2,white north rock
5555,2,white man bike
4184,2,public gated garage
4185,2,public library central
5554,2,white male short
5553,2,white male royal
4188,2,public school ground
4189,2,pump bike yard
5552,2,white male mid
4192,2,question bike time
4193,2,quick release rear
4194,2,quick release tire
4197,2,r3 tubeless stock
4198,2,race bike rack
4199,2,rack 14th trip
4200,2,rack 16th mission
4201,2,rack 16th street
4203,2,rack 3rd floor
4204,2,rack apartment basement
4205,2,rack apartment bike
4206,2,rack apartment bldg
4423,2,rack trace bike
4425,2,rack transit center
5513,2,wheel cable rear
5474,2,wall bike rack
4623,2,river county sheriff
4625,2,river sight bridge
3477,2,meter aaa office
4628,2,road bike blue
5476,2,wall cable lock
4631,2,road bike lock
4632,2,road bike mt
4633,2,road bike old
5475,2,wall bolt cutter
4635,2,road bike size
4636,2,road bike stolen
4637,2,road bike street
4638,2,road bike white
4621,2,rite aid reward
4639,2,road gresham reward
4640,2,road max station
4641,2,road picture teenager
4642,2,road race bike
4643,2,road sign bike
4644,2,road sign reward
4645,2,rock gym burnside
4646,2,rock mountain bike
4647,2,rock window alarm
4648,2,rodney ave reward
4649,2,rodney locked garage
4650,2,romin saddle inner
4622,2,riva park apartment
4620,2,riser bar deda
4585,2,reward hug beer
4605,2,reward successful recovery
4588,2,reward ice cold
4589,2,reward info bike
4590,2,reward info recovery
5478,2,wall neighboring garage
4592,2,reward karmic retribution
4593,2,reward money bike
4595,2,reward money veggies
4596,2,reward new bike
4598,2,reward possible reward
4599,2,reward return arrest
4601,2,reward return info
4603,2,reward safe return
4606,2,reward thief bike
4619,2,ring seattle spokane
5477,2,wall mount cable
4608,2,reward value bike
4609,2,reward willing small
4610,2,rhode island school
4611,2,ride bike lock
4612,2,ride friend porch
4613,2,right handlebar white
4614,2,right high school
4615,2,right lovejoy reward
4616,2,rim gatorskin tire
4617,2,rims hub yellow
4618,2,ring lock cable
4651,2,roof bike rack
4652,2,roof rack bike
4653,2,roof rack cable
4709,2,scene bike lock
4691,2,san diego reward
4694,2,san francisco pm
4696,2,san rafael reward
4697,2,sandy blvd broadway
4699,2,santa monica reward
4700,2,saturday bike rack
4701,2,saturday january bike
4702,2,saturday morning april
4703,2,saturday morning bike
4704,2,saturday morning reward
4706,2,saucer 30th killingsworth
4708,2,scaled cage eve
4710,2,scene diego pd
4659,2,room apt building
4712,2,schnitzer concert hall
4713,2,school 28th division
5464,2,village apartment avenue
4718,2,school design benefit
4720,2,school fernwood campus
5459,2,video thief bike
4721,2,school ground bike
4722,2,school lock bike
4724,2,school reward possible
5458,2,video surveillance theft
4725,2,school sw terwilliger
4726,2,schwalbe marathon tire
4690,2,sam hospital right
4689,2,salmon st oregon
5468,2,visible street gate
5469,2,vista apartment bike
4660,2,room bike rack
4661,2,room cable lock
5472,2,wall bike location
4663,2,room home bike
5471,2,wall bike kryptonite
4665,2,room locked apartment
4666,2,room locked building
4669,2,room private cage
4671,2,room secure building
4672,2,room similar lock
5470,2,von bike rack
4674,2,roommate garage door
4676,2,royal blue sweatshirt
4677,2,rv park long
4678,2,rv park reward
4679,2,sabin elementary school
4680,2,saddle black tube
4681,2,saddle inner tube
4682,2,safeway bike rack
4683,2,safeway broadway reward
4684,2,safeway grocery store
4685,2,safeway parking garodge
4686,2,safeway parking lot
4687,2,sale stolen bike
4688,2,salmon bike rack
4586,2,reward hug gratitude
4584,2,reward hug appreciation
4427,2,rack ucsd campus
4489,2,recovery bike question
4474,2,rear shimano trp
4475,2,rear tire rear
5504,2,wheel american classic
4476,2,rear triangle frame
4477,2,rear view mirror
4478,2,rear wheel bell
4483,2,rear wheel white
4484,2,rear window bike
4486,2,rear window vehicle
5502,2,wharf bike rack
5501,2,wet weather structure
4488,2,receipt serial number
5500,2,west university apartment
4472,2,rear rack shimano
4492,2,red aluminum chain
4493,2,red bike rack
4494,2,red black cafe
4495,2,red bottle cage
4496,2,red lion river
4497,2,red mountain bike
4498,2,red mountainsmith lumbar
5499,2,west main street
4499,2,red shirt bike
4500,2,red ultegra speed
5498,2,west entrance reward
4506,2,reed college woodstock
4473,2,rear rack water
4471,2,rear rack seat
4582,2,reward great karma
4446,2,rack work parking
4429,2,rack underground garage
4432,2,rack uw reward
4433,2,rack vehicle adjacent
4434,2,rack vehicle reward
4435,2,rack wall bike
4436,2,rack wall bolt
5510,2,wheel bike shop
4438,2,rack weniger hall
4439,2,rack westlake ave
4440,2,rack wheel bike
4443,2,rack white ford
4444,2,rack winterhaven school
5506,2,wheel bell coil
4470,2,rear rack fender
4450,2,radon backyard reward
4451,2,rail secured residential
4454,2,railing apt reward
4456,2,railing bike reward
4459,2,raleigh road bike
4460,2,ranger likely stolen
4461,2,rd lake oswego
4464,2,rear deck mobile
4465,2,rear fender piece
4466,2,rear light bike
4467,2,rear pannier rack
4468,2,rear parking lot
5497,2,west college oregon
4507,2,reflection happy valley
4508,2,rei bike rack
4566,2,reward custom choice
4542,2,restaurant window bike
4543,2,retail store reward
4544,2,return arrest conviction
4545,2,return minute later
4549,2,reward beer hug
4551,2,reward big thank
4553,2,reward bike good
5489,2,wave book store
4557,2,reward cannondale bike
5487,2,waterfront pearl nw
4562,2,reward complete bike
4563,2,reward complete good
4567,2,reward dollar able
4509,2,release rear axle
4568,2,reward dollar free
4569,2,reward email information
5486,2,waterfront park bikerack
4571,2,reward everlasting gratitude
4572,2,reward extreme gratefullness
4573,2,reward freaking good
4574,2,reward fresh baked
5481,2,wallace park reward
4577,2,reward good beer
5480,2,wall tire chrome
5479,2,wall rack reward
4581,2,reward gratitude amp
4541,2,restaurant pub noticed
5491,2,week bike year
4538,2,restaurant corner hoyt
5492,2,weekend double gated
4511,2,rental property reward
4512,2,repair kit bike
4513,2,report case number
4514,2,report night officer
5496,2,weniger hall student
4515,2,report serial number
5495,2,wen field bike
4516,2,research building university
4517,2,residence building reward
4518,2,residence glisan reward
4520,2,residence montana street
4522,2,residence secure parking
4523,2,residence yard reward
4524,2,residential bike rack
4525,2,residential building garage
4526,2,residential building reward
4527,2,residential carport reward
4528,2,residential complex bike
4530,2,residential garage bike
5494,2,welcome police report
4532,2,residential home brooklyn
5493,2,weeride kangaroo child
4534,2,residential yard reward
4535,2,rest bike frame
4537,2,restaurant cable bike
3478,2,meter post reward
2830,2,hour fitness bike
3476,2,metal telephone pole
1261,2,bike storage basement
1273,2,bike story balcony
1272,2,bike store room
1268,2,bike storage resident
1267,2,bike storage rack
1266,2,bike storage outside
1264,2,bike storage facility
1258,2,bike stolen secure
1394,2,block south block
1252,2,bike stolen middle
1247,2,bike stolen home
1245,2,bike stolen fenced
1240,2,bike sticker frame
1239,2,bike steel post
1238,2,bike steel pole
1275,2,bike street post
